review_text,review_rating
"I’ve been coming to American Social for years and it just keeps getting better and better! The food and drinks are amazing and views are hard to beat in the Tampa Bay Area. The servers are very friendly and attentive, especially Kaili who has served me multiple times and goes above and beyond.

Will continue to return and bring my friends who visit here!",5
This is a very beautiful establishment with staff and scenery to match.,5
"Great views. Make a reservation, even for lunch.",5
"Only had the Caesar salad so can't really say great food but what I had was good.

One of the people in the party had sirloin that was good.",4
"Great new place! Yummy food, great service & gorgeous view. It's a win!",5
"Good food and drinks with massive indoor and outdoor seating areas.

This is a sports bar style restaurant with multiple TVs tuned into today’s sports event(s).  So, it’s loud and crowded especially on a hockey game night.

Good AMSO Burger and Strawberry Salmon Salad.  Good Pineapple Cider and Strawberry Lime Cider.",4
"The outside patio smells like dog.
#powerwash",2
Nice view! Decent wings and drinks. Good place to meet up with friends.,4
"Excellent place, I like that it's on the water and that you can pull a boat up to it. Great Night Life.",4
"Good food, good atmosphere, the ratio of beer cheese to pretzels is great that being said wish there were more pretzels.",4
"I want to thank manager Adam Perhosky for providing an exceptional venue, service and food for our 100 guests. I couldn't have asked for a better venue. I would highly recommend for any special occasion or corporate event.",5
"Last night was my first time at AMSO Tampa! I had such a great first experience! My server Aidan was amazing and extremely helpful. Food came out fast and tasted great, will be back.",5
"Views are beautiful, drinks were great so 2 stars for that. the food wasnt that good and service was absolutely horrible. After our order was taken our server Jennifer disappeared. We wanted to place another drink order waiting on our food but we could never see her. The BLAT chicken sandwich was grilled to death a few times. It was the driest chicken I have ever had in my life. It was seriously more dry than the bread. It took over 20 minutes for her to return our area and at this point multiple tables were waving her down because everyone was in need of something for the 30 minutes she was MIA. She brings the check and starts clearing plates after another 15 minutes (45 minutes since we received our food at this point). No reorder on drinks, never was close enough to tell her about the chicken. I mentioned it when she dropped the check off and she shrugged and said sorry. No offer to remake or even remove since it was not even eaten. We had already waited so long we just paid and left. Very disappointed for such a pricey place.",2
On Sunday night June 13 2021.  The waiter and the manager went above and beyond for our safety and comfort we experienced with an intoxicated person.  Thank you   And yes we went back today,5
